race_id,entry_id,race_date,Year,MonthDay,JyoCD,Kaiji,Nichiji,RaceNum,Wakuban,Umaban,KettoNum,Bamei,SexCD,Barei,ChokyosiCode,ChokyosiRyakusyo,KisyuCode,KisyuRyakusyo,Futan,BaTaijyu,ZogenFugo,ZogenSa,IJyoCD,NyusenJyuni,KakuteiJyuni,Odds,Ninki,Time,ChakusaCD,HaronTimeL3,Jyuni1c,Jyuni2c,Jyuni3c,Jyuni4c,YoubiCD,GradeCD,SyubetuCD,JyokenCD1,JyokenCD2,JyokenCD3,JyokenCD4,JyokenCD5,JyokenName,Kyori,TrackCD,CourseKubunCD,HassoTime,TorokuTosu,SyussoTosu,TenkoCD,SibaBabaCD,DirtBabaCD,TanOdds,TanNinki,TanVote,FukuOddsLow,FukuOddsHigh,FukuNinki,FukuVote,tan_odds,tan_ninki,fuku_odds_low,fuku_odds_high,fuku_ninki,ra_join_found,o1_join_found,tan_pay,tan_pay_ninki,tan_slot,tan_payout_record_found,fuku_pay,fuku_pay_ninki,fuku_slot,fuku_payout_record_found,is_normal_runner,is_abnormal_result,target_win,target_ren,target_place,is_win_paid,is_place_paid
2017010506010101,201701050601010114,2017-01-05,2017,105,06,1,1,1,7,14,2014105796,ジュンスターホース,1,3,01118,高柳瑞樹,01104,田中博康,56.0,47.8,+,2.0,0,16,16,115.1,12,120.1,T,40.6,0,0,16,16,7,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010101,201701050601010115,2017-01-05,2017,105,06,1,1,1,8,15,2014103618,キタノリツメイ,2,3,01086,斎藤誠,01085,松岡正海,54.0,43.6,-,0.4,0,9,9,39.3,8,114.3,H,39.6,0,0,8,7,7,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010101,201701050601010116,2017-01-05,2017,105,06,1,1,1,8,16,2014104121,ベニノシリウス,1,3,01096,粕谷昌央,00684,田中勝春,56.0,43.2,,0.0,0,10,10,35.7,7,115.3,6,40.3,0,0,10,10,7,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010201,2017-01-05,2017,105,06,1,1,2,1,1,2014103117,サノリュウ,1,3,00436,堀井雅広,00689,江田照男,56.0,47.6,,0.0,0,10,10,128.0,12,200.0,K,41.0,10,11,11,10,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010202,2017-01-05,2017,105,06,1,1,2,1,2,2014105601,トワードポラリス,1,3,01059,加藤征弘,05386,戸崎圭太,56.0,45.6,+,0.6,0,7,7,2.6,1,158.9,K,40.4,6,6,5,5,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010203,2017-01-05,2017,105,06,1,1,2,2,3,2014104318,コスモオペラ,1,3,00353,和田正道,01085,松岡正海,56.0,47.8,+,0.8,0,3,3,33.8,9,158.3,K,39.5,8,8,8,5,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,730,8,3,1,1,0,0,0,1,0,1
2017010506010102,201701050601010204,2017-01-05,2017,105,06,1,1,2,2,4,2014100924,プローン,2,3,01014,高市圭二,01153,木幡初也,52.0,40.8,+,0.8,0,12,12,60.2,11,200.1,12,40.5,15,15,15,14,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010205,2017-01-05,2017,105,06,1,1,2,3,5,2014104229,キモンズラブ,2,3,01064,武藤善則,01149,伴啓太,52.0,45.0,-,0.4,0,11,11,408.3,15,200.0,K,40.9,10,12,11,12,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010206,2017-01-05,2017,105,06,1,1,2,3,6,2014103927,ジェイケイライジン,1,3,01007,柴田政人,01025,勝浦正樹,56.0,48.4,+,0.2,0,4,4,5.1,3,158.4,12,39.7,14,14,8,8,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010207,2017-01-05,2017,105,06,1,1,2,4,7,2014103908,ブルターレ,1,3,00409,二ノ宮敬,00663,蛯名正義,56.0,51.0,-,0.6,0,13,13,57.9,10,200.2,K,41.7,5,4,5,5,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010208,2017-01-05,2017,105,06,1,1,2,4,8,2014100792,クロノスドリーム,1,3,01026,鈴木伸尋,01158,野中悠太,53.0,47.6,+,1.2,0,15,15,220.8,14,201.5,6,42.4,9,9,11,15,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010209,2017-01-05,2017,105,06,1,1,2,5,9,2014103782,マスカレードシチー,1,3,01143,和田雄二,00422,内田博幸,56.0,49.0,+,2.0,0,8,8,28.6,7,159.9,6,41.1,6,6,8,12,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010210,2017-01-05,2017,105,06,1,1,2,5,10,2014102726,パトリヨティスム,3,3,01029,根本康広,01164,藤田菜七,53.0,0.0,,,1,0,0,0.0,0,0.0,,99.9,0,0,0,0,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,0,1,0,0,0,0,0
2017010506010102,201701050601010211,2017-01-05,2017,105,06,1,1,2,6,11,2014104074,リパーカッション,1,3,01106,牧光二,01162,木幡巧也,54.0,51.2,+,0.2,0,5,5,4.7,2,158.8,212,39.8,13,12,11,10,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010212,2017-01-05,2017,105,06,1,1,2,6,12,2014102632,ローレルモナルカ,1,3,01074,奥平雅士,01109,黛弘人,56.0,51.8,+,0.6,0,6,6,30.6,8,158.9,34,40.3,10,9,7,8,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010213,2017-01-05,2017,105,06,1,1,2,7,13,2014100136,スカーレットラバー,1,3,01124,大和田成,01075,田辺裕信,56.0,47.8,-,0.4,0,9,9,6.4,4,159.9,H,41.5,4,4,4,3,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010214,2017-01-05,2017,105,06,1,1,2,7,14,2014101001,エドノライト,2,3,01024,萱野浩二,00733,吉田豊,54.0,51.6,-,0.2,0,1,1,17.1,6,158.2,,40.0,1,1,1,1,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,1710,6,1,1,420,6,1,1,1,0,1,1,1,1,1
2017010506010102,201701050601010215,2017-01-05,2017,105,06,1,1,2,8,15,2014103527,マイネルアクスト,3,3,01132,金成貴史,01091,丹内祐次,56.0,50.0,-,0.6,0,14,14,172.6,13,200.5,2,42.2,2,2,2,3,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010102,201701050601010216,2017-01-05,2017,105,06,1,1,2,8,16,2014101710,スプリングフット,1,3,01005,小桧山悟,01118,宮崎北斗,56.0,48.8,+,1.4,0,2,2,10.0,5,158.2,A,39.9,2,2,2,2,7,,12,000,703,000,000,703,,1800,24,,1025,16,15,1,0,0,,,,,,,,,,,,,1,1,0,,,0,310,5,2,1,1,0,0,1,1,0,1
2017010506010103,201701050601010301,2017-01-05,2017,105,06,1,1,3,1,1,2014103060,ロジキャロル,1,3,01116,新開幸一,00684,田中勝春,56.0,44.8,,,0,3,3,7.7,3,200.5,212,41.6,10,10,9,10,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,270,4,3,1,1,0,0,0,1,0,1
2017010506010103,201701050601010302,2017-01-05,2017,105,06,1,1,3,1,2,2014110064,エルミーロ,1,3,00427,森秀行,05386,戸崎圭太,56.0,47.8,,,0,13,13,20.6,7,202.0,114,42.0,13,13,12,11,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010303,2017-01-05,2017,105,06,1,1,3,2,3,2014102656,ゴロウマルウィン,1,3,01127,栗田徹,01077,石橋脩,56.0,51.2,,,0,8,8,40.0,13,200.9,A,42.4,8,8,5,6,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010304,2017-01-05,2017,105,06,1,1,3,2,4,2014104041,ティーラウレア,1,3,01031,伊藤伸一,01085,松岡正海,56.0,53.0,,,0,1,1,10.4,5,158.6,,40.1,12,12,5,2,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,1040,5,1,1,350,5,1,1,1,0,1,1,1,1,1
2017010506010103,201701050601010305,2017-01-05,2017,105,06,1,1,3,3,5,2014102793,ザイマカ,1,3,01109,伊藤大士,00422,内田博幸,56.0,48.2,,,0,12,12,26.9,9,201.8,3,41.2,15,15,14,13,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010306,2017-01-05,2017,105,06,1,1,3,3,6,2014104444,スズカバランス,1,3,01023,伊藤圭三,05243,柴山雄一,56.0,46.4,,,0,14,14,34.1,12,203.1,7,43.2,10,11,11,13,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010307,2017-01-05,2017,105,06,1,1,3,4,7,2014104512,アイヅヒリュウ,1,3,01076,小笠倫弘,01162,木幡巧也,54.0,48.8,,,0,4,4,16.0,6,200.5,K,41.7,6,6,7,8,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010308,2017-01-05,2017,105,06,1,1,3,4,8,2014104360,ミヤギファルコン,2,3,01027,田村康仁,00733,吉田豊,54.0,49.8,,,0,6,6,7.7,4,200.8,112,42.8,1,1,1,1,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010309,2017-01-05,2017,105,06,1,1,3,5,9,2014110023,リードザフィールド,1,3,01088,高木登,01096,大野拓弥,56.0,46.4,,,0,2,2,22.4,8,200.1,9,40.5,6,6,10,8,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,590,9,2,1,1,0,0,1,1,0,1
2017010506010103,201701050601010310,2017-01-05,2017,105,06,1,1,3,5,10,2014101106,ロードアプローズ,1,3,01118,高柳瑞樹,01043,北村宏司,56.0,51.0,,,0,5,5,3.8,2,200.6,K,42.5,3,3,3,4,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010311,2017-01-05,2017,105,06,1,1,3,6,11,2014100881,マツリダプリンス,1,3,01145,奥村武,01051,嘉藤貴行,56.0,46.0,,,0,16,16,182.0,16,205.0,34,44.9,8,9,12,15,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010312,2017-01-05,2017,105,06,1,1,3,6,12,2014103996,グレートブーム,1,3,00405,小西一男,01025,勝浦正樹,56.0,49.0,,,0,15,15,60.4,15,204.9,T,43.6,16,16,16,16,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010313,2017-01-05,2017,105,06,1,1,3,7,13,2014102528,ビッグイージー,1,3,01152,竹内正洋,01151,井上敏樹,54.0,53.2,,,0,9,9,29.9,10,200.9,H,42.6,5,5,4,5,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010314,2017-01-05,2017,105,06,1,1,3,7,14,2014110039,キエレ,2,3,01092,松永幹夫,00663,蛯名正義,54.0,43.8,,,0,7,7,3.4,1,200.9,K,40.4,14,14,14,11,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010315,2017-01-05,2017,105,06,1,1,3,8,15,2014104388,サコウイッパク,1,3,01008,杉浦宏昭,01153,木幡初也,54.0,49.4,,,0,10,10,33.0,11,201.3,212,42.5,4,4,7,6,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010103,201701050601010316,2017-01-05,2017,105,06,1,1,3,8,16,2014102429,デルママツリ,1,3,01147,武井亮,01161,菊沢一樹,53.0,46.6,,,0,11,11,57.5,14,201.3,K,43.3,2,2,2,2,7,,12,000,701,000,000,701,,1800,24,,1055,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010401,2017-01-05,2017,105,06,1,1,4,1,1,2012103557,ゴールドエッグ,1,5,00420,宗像義忠,00629,木幡初広,57.0,49.8,-,0.2,0,10,10,44.3,9,114.4,K,40.0,0,0,7,4,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010402,2017-01-05,2017,105,06,1,1,4,1,2,2013109145,カシノエイシ,1,4,00370,二本柳俊,01049,二本柳壮,56.0,55.2,+,0.6,0,14,14,159.4,14,115.6,312,39.9,0,0,14,14,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010403,2017-01-05,2017,105,06,1,1,4,2,3,2012105321,ローレルウラノス,1,5,01056,本間忍,01151,井上敏樹,55.0,52.2,+,1.2,0,13,13,98.7,13,115.0,A,39.9,0,0,12,12,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010404,2017-01-05,2017,105,06,1,1,4,2,4,2012103485,バイレ,2,5,00408,田中清隆,01162,木幡巧也,53.0,48.0,-,0.4,0,1,1,37.3,8,112.6,,38.7,0,0,2,2,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,3730,8,1,1,880,9,1,1,1,0,1,1,1,1,1
2017010506010104,201701050601010405,2017-01-05,2017,105,06,1,1,4,3,5,2013102861,イーガーアフェクト,1,4,01088,高木登,01096,大野拓弥,56.0,50.4,+,1.4,0,9,9,73.6,12,114.4,K,37.8,0,0,16,16,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010406,2017-01-05,2017,105,06,1,1,4,3,6,2012106315,シゲルハダカマツリ,1,5,01023,伊藤圭三,01095,吉田隼人,57.0,56.2,+,2.2,0,16,16,5.3,3,116.5,5,42.2,0,0,5,8,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010407,2017-01-05,2017,105,06,1,1,4,4,7,2013104589,キーウエスト,2,4,00423,上原博之,01092,津村明秀,54.0,46.0,+,0.4,0,7,7,26.5,7,113.8,212,39.0,0,0,10,8,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010408,2017-01-05,2017,105,06,1,1,4,4,8,2012100626,キャプレット,2,5,01064,武藤善則,01158,野中悠太,52.0,47.2,+,1.2,0,15,15,183.7,15,115.7,K,41.1,0,0,8,11,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010409,2017-01-05,2017,105,06,1,1,4,5,9,2013103712,ラブオールミー,2,4,00421,浅野洋一,01161,菊沢一樹,51.0,44.0,-,1.8,0,11,11,230.9,16,115.0,312,39.7,0,0,13,12,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010410,2017-01-05,2017,105,06,1,1,4,5,10,2013106468,ショウザイシンホー,1,4,01005,小桧山悟,01164,藤田菜七,53.0,51.8,+,1.0,0,12,12,57.8,10,115.0,K,41.0,0,0,3,3,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010411,2017-01-05,2017,105,06,1,1,4,6,11,2010110015,ツインプラネット,3,7,01081,中川公成,01142,長岡禎仁,56.0,51.2,+,0.8,0,6,6,9.8,6,113.4,1,39.7,0,0,1,1,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010412,2017-01-05,2017,105,06,1,1,4,6,12,2013102946,オレノカッチー,1,4,01008,杉浦宏昭,00684,田中勝春,56.0,51.4,+,0.4,0,8,8,63.5,11,114.3,3,38.3,0,0,15,14,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010413,2017-01-05,2017,105,06,1,1,4,7,13,2013104429,ギンゴー,1,4,01089,武市康男,05243,柴山雄一,56.0,49.4,+,0.6,0,3,3,7.9,4,112.8,K,38.5,0,0,5,6,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,220,5,3,1,1,0,0,0,1,0,1
2017010506010104,201701050601010414,2017-01-05,2017,105,06,1,1,4,7,14,2013101602,ロマンコスモ,3,4,01093,松永康利,00422,内田博幸,56.0,51.8,+,0.4,0,5,5,8.1,5,113.2,12,39.1,0,0,4,4,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010104,201701050601010415,2017-01-05,2017,105,06,1,1,4,8,15,2013105128,ブレヴェスト,1,4,00402,谷原義明,01075,田辺裕信,56.0,48.4,+,0.8,0,2,2,3.6,2,112.7,34,38.0,0,0,8,7,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,150,1,2,1,1,0,0,1,1,0,1
2017010506010104,201701050601010416,2017-01-05,2017,105,06,1,1,4,8,16,2013104098,ゼロカラノキセキ,2,4,01103,尾関知人,05386,戸崎圭太,54.0,48.0,-,0.2,0,4,4,3.5,1,113.1,2,38.2,0,0,11,8,7,,14,000,000,005,005,005,,1200,24,,1125,16,16,1,0,0,,,,,,,,,,,,,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0
2017010506010105,201701050601010501,2017-01-05,2017,105,06,1,1,5,1,1,2014106243,ポールヴァンドル,2,3,00423,上原博之,05386,戸崎圭太,54.0,54.0,+,0.6,0,2,2,1.4,1,203.6,A,36.4,1,1,1,1,7,,12,000,703,000,000,703,,2000,17,C,1215,16,16,0,0,0,,,,,,,,,,,,,1,1,0,,,0,110,1,2,1,1,0,0,1,1,0,1
