table_name,column_name,data_type,notnull,default_value,primary_key
NL_JG,SyussoKubun,TEXT,0,,0
NL_JG,JyogaiStateKubun,TEXT,0,,0
NL_JG,RecordDelimiter,TEXT,0,,0
NL_KS,RecordSpec,TEXT,0,,0
NL_KS,DataKubun,TEXT,0,,0
NL_KS,MakeDate,TEXT,0,,0
NL_KS,KisyuCode,TEXT,0,,1
NL_KS,DelKubun,TEXT,0,,0
NL_KS,IssueDate,TEXT,0,,0
NL_KS,DelDate,TEXT,0,,0
NL_KS,BirthDate,TEXT,0,,0
NL_KS,KisyuName,TEXT,0,,0
NL_KS,reserved,TEXT,0,,0
NL_KS,KisyuNameKana,TEXT,0,,0
NL_KS,KisyuRyakusyo,TEXT,0,,0
NL_KS,KisyuNameEng,TEXT,0,,0
NL_KS,SexCD,TEXT,0,,0
NL_KS,SikakuCD,TEXT,0,,0
NL_KS,MinaraiCD,TEXT,0,,0
NL_KS,TozaiCD,TEXT,0,,0
NL_KS,Syotai,TEXT,0,,0
NL_KS,ChokyosiCode,TEXT,0,,0
NL_KS,ChokyosiRyakusyo,TEXT,0,,0
NL_KS,HatuKiJyo1Hatukijyoid,TEXT,0,,0
NL_KS,HatuKiJyo1SyussoTosu,INTEGER,0,,0
NL_KS,HatuKiJyo1KettoNum,TEXT,0,,0
NL_KS,HatuKiJyo1Bamei,TEXT,0,,0
NL_KS,HatuKiJyo1KakuteiJyuni,INTEGER,0,,0
NL_KS,HatuKiJyo1IJyoCD,TEXT,0,,0
NL_KS,HatuKiJyo2Hatukijyoid,TEXT,0,,0
NL_KS,HatuKiJyo2SyussoTosu,INTEGER,0,,0
NL_KS,HatuKiJyo2KettoNum,TEXT,0,,0
NL_KS,HatuKiJyo2Bamei,TEXT,0,,0
NL_KS,HatuKiJyo2KakuteiJyuni,INTEGER,0,,0
NL_KS,HatuKiJyo2IJyoCD,TEXT,0,,0
