year,column_name,null_count,missing_rate,unique_count
2022,horse_days_since_last,4737,0.10031766,449
2022,horse_past_starts,0,0.0,21
2022,horse_last1_avg_finish,4737,0.10031766,19
2022,horse_last3_avg_finish,4737,0.10031766,67
2022,horse_last5_avg_finish,4737,0.10031766,156
2022,horse_last3_win_rate,4737,0.10031766,6
2022,horse_last5_win_rate,4737,0.10031766,12
2022,horse_last3_ren_rate,4737,0.10031766,6
2022,horse_last5_ren_rate,4737,0.10031766,12
2022,horse_last3_place_rate,4737,0.10031766,6
2022,horse_last5_place_rate,4737,0.10031766,12
2022,horse_last3_avg_ninki,4737,0.10031766,69
2022,horse_last5_avg_ninki,4737,0.10031766,163
2022,horse_last3_avg_tan_odds,21987,0.46562897,4557
2022,horse_last5_avg_tan_odds,16640,0.35239305,5788
2022,horse_last3_avg_haron_l3,4737,0.10031766,941
2022,horse_last5_avg_haron_l3,4737,0.10031766,1830
2022,horse_last3_avg_time,4737,0.10031766,7568
2022,horse_last5_avg_time,4737,0.10031766,12284
2022,horse_distance_diff_last,4737,0.10031766,229
2022,horse_futan_diff_last,4737,0.10031766,22
2022,horse_body_weight_diff_last,4737,0.10031766,98
2022,horse_jyo_past_starts,0,0.0,33
2022,horse_jyo_win_rate,17600,0.37272342,71
2022,horse_jyo_place_rate,17600,0.37272342,111
2022,horse_surface_past_starts,0,0.0,66
2022,horse_surface_win_rate,7678,0.16260059,244
2022,horse_surface_place_rate,7678,0.16260059,422
2022,horse_dist_band_past_starts,0,0.0,45
2022,horse_dist_band_win_rate,14476,0.30656501,135
2022,horse_dist_band_place_rate,14476,0.30656501,213
2022,horse_baba_past_starts,0,0.0,68
2022,horse_baba_win_rate,4737,0.10031766,277
2022,horse_baba_place_rate,4737,0.10031766,487
2022,jockey_past_starts,0,0.0,6297
2022,jockey_win_rate,31,0.0006565,39471
2022,jockey_ren_rate,31,0.0006565,41516
2022,jockey_place_rate,31,0.0006565,42181
2022,trainer_past_starts,0,0.0,3243
2022,trainer_win_rate,20,0.00042355,34442
2022,trainer_ren_rate,20,0.00042355,38803
2022,trainer_place_rate,20,0.00042355,40101
2022,jockey_jyo_past_starts,0,0.0,2357
2022,jockey_jyo_win_rate,123,0.00260483,20992
2022,jockey_jyo_place_rate,123,0.00260483,26447
2022,jockey_dist_band_past_starts,0,0.0,1648
2022,jockey_dist_band_win_rate,193,0.00408725,20426
2022,jockey_dist_band_place_rate,193,0.00408725,25890
2022,horse_jockey_past_starts,0,0.0,37
2022,horse_jockey_win_rate,23784,0.50368488,91
2022,horse_jockey_place_rate,23784,0.50368488,122
2023,horse_days_since_last,4839,0.10150613,446
2023,horse_past_starts,0,0.0,21
2023,horse_last1_avg_finish,4839,0.10150613,19
2023,horse_last3_avg_finish,4839,0.10150613,68
2023,horse_last5_avg_finish,4839,0.10150613,156
2023,horse_last3_win_rate,4839,0.10150613,6
2023,horse_last5_win_rate,4839,0.10150613,12
2023,horse_last3_ren_rate,4839,0.10150613,6
2023,horse_last5_ren_rate,4839,0.10150613,12
2023,horse_last3_place_rate,4839,0.10150613,6
2023,horse_last5_place_rate,4839,0.10150613,12
2023,horse_last3_avg_ninki,4839,0.10150613,70
2023,horse_last5_avg_ninki,4839,0.10150613,161
2023,horse_last3_avg_tan_odds,19851,0.41640795,5049
2023,horse_last5_avg_tan_odds,14939,0.31337053,6461
2023,horse_last3_avg_haron_l3,4839,0.10150613,976
2023,horse_last5_avg_haron_l3,4839,0.10150613,1829
2023,horse_last3_avg_time,4839,0.10150613,7619
2023,horse_last5_avg_time,4839,0.10150613,12430
2023,horse_distance_diff_last,4839,0.10150613,249
2023,horse_futan_diff_last,4839,0.10150613,28
2023,horse_body_weight_diff_last,4839,0.10150613,112
2023,horse_jyo_past_starts,0,0.0,29
2023,horse_jyo_win_rate,19489,0.4088144,65
2023,horse_jyo_place_rate,19489,0.4088144,103
2023,horse_surface_past_starts,0,0.0,72
2023,horse_surface_win_rate,7781,0.1632195,230
2023,horse_surface_place_rate,7781,0.1632195,423
2023,horse_dist_band_past_starts,0,0.0,44
2023,horse_dist_band_win_rate,14707,0.30850394,119
2023,horse_dist_band_place_rate,14707,0.30850394,216
2023,horse_baba_past_starts,0,0.0,75
2023,horse_baba_win_rate,4839,0.10150613,270
2023,horse_baba_place_rate,4839,0.10150613,478
2023,jockey_past_starts,0,0.0,7038
2023,jockey_win_rate,23,0.00048246,39953
2023,jockey_ren_rate,23,0.00048246,42083
2023,jockey_place_rate,23,0.00048246,42988
2023,trainer_past_starts,0,0.0,3708
2023,trainer_win_rate,25,0.00052442,37215
2023,trainer_ren_rate,25,0.00052442,40202
2023,trainer_place_rate,25,0.00052442,41296
2023,jockey_jyo_past_starts,0,0.0,2690
2023,jockey_jyo_win_rate,130,0.00272697,22574
2023,jockey_jyo_place_rate,130,0.00272697,27573
2023,jockey_dist_band_past_starts,0,0.0,1831
2023,jockey_dist_band_win_rate,167,0.0035031,21982
2023,jockey_dist_band_place_rate,167,0.0035031,27376
2023,horse_jockey_past_starts,0,0.0,37
2023,horse_jockey_win_rate,24328,0.51032052,88
2023,horse_jockey_place_rate,24328,0.51032052,134
2024,horse_days_since_last,4959,0.10503686,400
2024,horse_past_starts,0,0.0,21
2024,horse_last1_avg_finish,4959,0.10503686,19
2024,horse_last3_avg_finish,4959,0.10503686,68
2024,horse_last5_avg_finish,4959,0.10503686,154
2024,horse_last3_win_rate,4959,0.10503686,6
2024,horse_last5_win_rate,4959,0.10503686,12
2024,horse_last3_ren_rate,4959,0.10503686,6
2024,horse_last5_ren_rate,4959,0.10503686,12
2024,horse_last3_place_rate,4959,0.10503686,6
2024,horse_last5_place_rate,4959,0.10503686,12
2024,horse_last3_avg_ninki,4959,0.10503686,69
2024,horse_last5_avg_ninki,4959,0.10503686,160
2024,horse_last3_avg_tan_odds,22412,0.47470982,4423
2024,horse_last5_avg_tan_odds,16824,0.35635008,5730
2024,horse_last3_avg_haron_l3,4959,0.10503686,973
2024,horse_last5_avg_haron_l3,4959,0.10503686,1859
2024,horse_last3_avg_time,4959,0.10503686,7595
2024,horse_last5_avg_time,4959,0.10503686,12304
2024,horse_distance_diff_last,4959,0.10503686,249
2024,horse_futan_diff_last,4959,0.10503686,25
2024,horse_body_weight_diff_last,4959,0.10503686,112
2024,horse_jyo_past_starts,0,0.0,29
2024,horse_jyo_win_rate,19138,0.40536304,63
2024,horse_jyo_place_rate,19138,0.40536304,106
2024,horse_surface_past_starts,0,0.0,63
2024,horse_surface_win_rate,7828,0.1658053,210
2024,horse_surface_place_rate,7828,0.1658053,391
2024,horse_dist_band_past_starts,0,0.0,45
2024,horse_dist_band_win_rate,14696,0.31127679,116
2024,horse_dist_band_place_rate,14696,0.31127679,203
2024,horse_baba_past_starts,0,0.0,67
2024,horse_baba_win_rate,4959,0.10503686,251
2024,horse_baba_place_rate,4959,0.10503686,463
2024,jockey_past_starts,0,0.0,7773
2024,jockey_win_rate,25,0.00052953,40122
2024,jockey_ren_rate,25,0.00052953,41689
2024,jockey_place_rate,25,0.00052953,42372
2024,trainer_past_starts,0,0.0,4119
2024,trainer_win_rate,18,0.00038126,37889
2024,trainer_ren_rate,18,0.00038126,40490
2024,trainer_place_rate,18,0.00038126,41115
2024,jockey_jyo_past_starts,0,0.0,2784
2024,jockey_jyo_win_rate,126,0.00266881,22265
2024,jockey_jyo_place_rate,126,0.00266881,27296
2024,jockey_dist_band_past_starts,0,0.0,1978
2024,jockey_dist_band_win_rate,164,0.00347369,22244
2024,jockey_dist_band_place_rate,164,0.00347369,27537
2024,horse_jockey_past_starts,0,0.0,39
2024,horse_jockey_win_rate,25312,0.53613488,88
2024,horse_jockey_place_rate,25312,0.53613488,127
2025,horse_days_since_last,5056,0.10520621,366
2025,horse_past_starts,0,0.0,21
2025,horse_last1_avg_finish,5056,0.10520621,19
2025,horse_last3_avg_finish,5056,0.10520621,69
2025,horse_last5_avg_finish,5056,0.10520621,157
2025,horse_last3_win_rate,5056,0.10520621,6
2025,horse_last5_win_rate,5056,0.10520621,12
2025,horse_last3_ren_rate,5056,0.10520621,6
2025,horse_last5_ren_rate,5056,0.10520621,12
2025,horse_last3_place_rate,5056,0.10520621,6
2025,horse_last5_place_rate,5056,0.10520621,12
2025,horse_last3_avg_ninki,5056,0.10520621,69
2025,horse_last5_avg_ninki,5056,0.10520621,165
2025,horse_last3_avg_tan_odds,24541,0.51065379,4004
2025,horse_last5_avg_tan_odds,18891,0.39308752,5165
2025,horse_last3_avg_haron_l3,5056,0.10520621,973
2025,horse_last5_avg_haron_l3,5056,0.10520621,1855
2025,horse_last3_avg_time,5056,0.10520621,7574
2025,horse_last5_avg_time,5056,0.10520621,12240
2025,horse_distance_diff_last,5056,0.10520621,237
2025,horse_futan_diff_last,5056,0.10520621,27
2025,horse_body_weight_diff_last,5195,0.10809855,102
2025,horse_jyo_past_starts,0,0.0,30
2025,horse_jyo_win_rate,19978,0.41570602,60
2025,horse_jyo_place_rate,19978,0.41570602,103
2025,horse_surface_past_starts,0,0.0,64
2025,horse_surface_win_rate,7952,0.16546673,218
2025,horse_surface_place_rate,7952,0.16546673,388
2025,horse_dist_band_past_starts,0,0.0,44
2025,horse_dist_band_win_rate,15071,0.31360023,115
2025,horse_dist_band_place_rate,15071,0.31360023,198
2025,horse_baba_past_starts,0,0.0,80
2025,horse_baba_win_rate,5056,0.10520621,246
2025,horse_baba_place_rate,5056,0.10520621,475
2025,jockey_past_starts,0,0.0,8586
2025,jockey_win_rate,25,0.0005202,41041
2025,jockey_ren_rate,25,0.0005202,42565
2025,jockey_place_rate,25,0.0005202,43338
2025,trainer_past_starts,0,0.0,4619
2025,trainer_win_rate,17,0.00035374,38448
2025,trainer_ren_rate,17,0.00035374,40777
2025,trainer_place_rate,17,0.00035374,41826
2025,jockey_jyo_past_starts,0,0.0,3021
2025,jockey_jyo_win_rate,119,0.00247617,23759
2025,jockey_jyo_place_rate,119,0.00247617,28806
2025,jockey_dist_band_past_starts,0,0.0,2077
2025,jockey_dist_band_win_rate,173,0.00359982,23450
2025,jockey_dist_band_place_rate,173,0.00359982,28591
2025,horse_jockey_past_starts,0,0.0,37
2025,horse_jockey_win_rate,25423,0.52900662,83
2025,horse_jockey_place_rate,25423,0.52900662,129
2026,horse_days_since_last,1609,0.07151111,332
2026,horse_past_starts,0,0.0,21
2026,horse_last1_avg_finish,1609,0.07151111,19
2026,horse_last3_avg_finish,1609,0.07151111,67
2026,horse_last5_avg_finish,1609,0.07151111,156
2026,horse_last3_win_rate,1609,0.07151111,6
2026,horse_last5_win_rate,1609,0.07151111,12
2026,horse_last3_ren_rate,1609,0.07151111,6
2026,horse_last5_ren_rate,1609,0.07151111,12
2026,horse_last3_place_rate,1609,0.07151111,6
2026,horse_last5_place_rate,1609,0.07151111,12
2026,horse_last3_avg_ninki,1609,0.07151111,68
2026,horse_last5_avg_ninki,1609,0.07151111,160
2026,horse_last3_avg_tan_odds,9753,0.43346667,3294
2026,horse_last5_avg_tan_odds,7416,0.3296,4016
2026,horse_last3_avg_haron_l3,1609,0.07151111,839
2026,horse_last5_avg_haron_l3,1609,0.07151111,1553
2026,horse_last3_avg_time,1609,0.07151111,5665
2026,horse_last5_avg_time,1609,0.07151111,8588
2026,horse_distance_diff_last,1609,0.07151111,175
2026,horse_futan_diff_last,1609,0.07151111,25
2026,horse_body_weight_diff_last,2499,0.11106667,83
2026,horse_jyo_past_starts,0,0.0,25
2026,horse_jyo_win_rate,7903,0.35124444,57
2026,horse_jyo_place_rate,7903,0.35124444,96
2026,horse_surface_past_starts,0,0.0,65
2026,horse_surface_win_rate,3034,0.13484444,191
