year,column_name,dtype,null_count,missing_rate,unique_count
2024,IJyoCD,String,0,0.0,4
2024,NyusenJyuni,Int64,0,0.0,19
2024,KakuteiJyuni,Int64,0,0.0,19
2024,Odds,Float64,0,0.0,4502
2024,Ninki,Int64,0,0.0,19
2024,Time,Float64,0,0.0,1604
2024,ChakusaCD,String,3914,0.08290265,23
2024,HaronTimeL3,Float64,0,0.0,225
2024,Jyuni1c,Int64,0,0.0,19
2024,Jyuni2c,Int64,0,0.0,19
2024,Jyuni3c,Int64,0,0.0,19
2024,Jyuni4c,Int64,0,0.0,19
2024,YoubiCD,String,0,0.0,3
2024,GradeCD,String,34690,0.73477082,9
2024,SyubetuCD,String,0,0.0,6
2024,JyokenCD1,String,0,0.0,5
2024,JyokenCD2,String,0,0.0,7
2024,JyokenCD3,String,0,0.0,6
2024,JyokenCD4,String,0,0.0,6
2024,JyokenCD5,String,0,0.0,6
2024,JyokenName,Null,47212,1.0,1
2024,Kyori,Int64,0,0.0,45
2024,TrackCD,String,0,0.0,13
2024,CourseKubunCD,String,23985,0.50802762,5
2024,HassoTime,String,0,0.0,99
2024,TorokuTosu,Int64,0,0.0,14
2024,SyussoTosu,Int64,0,0.0,15
2024,TenkoCD,String,0,0.0,5
2024,SibaBabaCD,String,0,0.0,1
2024,DirtBabaCD,String,0,0.0,1
2024,TanOdds,Float64,34627,0.73343641,2696
2024,TanNinki,Int64,34627,0.73343641,19
2024,TanVote,Int64,34559,0.7319961,952
2024,FukuOddsLow,Float64,34627,0.73343641,665
2024,FukuOddsHigh,Float64,34627,0.73343641,1143
2024,FukuNinki,Int64,34627,0.73343641,19
2024,FukuVote,Int64,34559,0.7319961,953
2024,tan_odds,Float64,34627,0.73343641,2696
2024,tan_ninki,Int64,34627,0.73343641,19
2024,fuku_odds_low,Float64,34627,0.73343641,665
2024,fuku_odds_high,Float64,34627,0.73343641,1143
2024,fuku_ninki,Int64,34627,0.73343641,19
2024,ra_join_found,Int64,0,0.0,1
2024,o1_join_found,Int64,0,0.0,1
2024,tan_pay,Int64,0,0.0,430
2024,tan_pay_ninki,Int64,43752,0.92671355,17
2024,tan_slot,Int64,43752,0.92671355,3
2024,tan_payout_record_found,Int64,0,0.0,2
2024,fuku_pay,Int64,0,0.0,302
2024,fuku_pay_ninki,Int64,36938,0.78238583,18
2024,fuku_slot,Int64,36938,0.78238583,5
2024,fuku_payout_record_found,Int64,0,0.0,2
2024,is_normal_runner,Int64,0,0.0,2
2024,is_abnormal_result,Int64,0,0.0,2
2024,target_win,Int64,0,0.0,2
2024,target_ren,Int64,0,0.0,2
2024,target_place,Int64,0,0.0,2
2024,is_win_paid,Int64,0,0.0,2
2024,is_place_paid,Int64,0,0.0,2
2025,race_id,String,0,0.0,3468
2025,entry_id,String,0,0.0,48058
2025,race_date,String,0,0.0,109
2025,Year,Int64,0,0.0,1
2025,MonthDay,Int64,0,0.0,109
2025,JyoCD,String,0,0.0,10
2025,Kaiji,Int64,0,0.0,5
2025,Nichiji,Int64,0,0.0,12
2025,RaceNum,Int64,0,0.0,12
2025,Wakuban,Int64,0,0.0,8
2025,Umaban,Int64,0,0.0,18
2025,KettoNum,String,0,0.0,11930
2025,Bamei,String,0,0.0,11930
2025,SexCD,String,0,0.0,3
2025,Barei,Int64,0,0.0,11
2025,ChokyosiCode,String,0,0.0,229
2025,ChokyosiRyakusyo,String,0,0.0,229
2025,KisyuCode,String,0,0.0,195
2025,KisyuRyakusyo,String,0,0.0,195
2025,Futan,Float64,0,0.0,20
2025,BaTaijyu,Float64,158,0.00328769,128
2025,ZogenFugo,String,11797,0.24547422,3
2025,ZogenSa,Float64,5133,0.10680844,41
2025,IJyoCD,String,0,0.0,4
2025,NyusenJyuni,Int64,0,0.0,19
2025,KakuteiJyuni,Int64,0,0.0,19
2025,Odds,Float64,0,0.0,4356
2025,Ninki,Int64,0,0.0,19
2025,Time,Float64,0,0.0,1606
2025,ChakusaCD,String,4016,0.08356569,23
2025,HaronTimeL3,Float64,0,0.0,228
2025,Jyuni1c,Int64,0,0.0,19
2025,Jyuni2c,Int64,0,0.0,19
2025,Jyuni3c,Int64,0,0.0,19
2025,Jyuni4c,Int64,0,0.0,19
2025,YoubiCD,String,0,0.0,4
2025,GradeCD,String,35572,0.74018894,9
2025,SyubetuCD,String,0,0.0,6
2025,JyokenCD1,String,0,0.0,5
2025,JyokenCD2,String,0,0.0,7
2025,JyokenCD3,String,0,0.0,6
2025,JyokenCD4,String,0,0.0,6
2025,JyokenCD5,String,0,0.0,6
2025,JyokenName,Null,48058,1.0,1
2025,Kyori,Int64,0,0.0,45
2025,TrackCD,String,0,0.0,13
2025,CourseKubunCD,String,24328,0.50622165,5
2025,HassoTime,String,0,0.0,102
2025,TorokuTosu,Int64,0,0.0,14
2025,SyussoTosu,Int64,0,0.0,15
2025,TenkoCD,String,0,0.0,5
2025,SibaBabaCD,String,0,0.0,1
2025,DirtBabaCD,String,0,0.0,1
2025,TanOdds,Float64,36559,0.76072662,2608
2025,TanNinki,Int64,36559,0.76072662,19
2025,TanVote,Int64,36512,0.75974864,853
2025,FukuOddsLow,Float64,36559,0.76072662,640
2025,FukuOddsHigh,Float64,36559,0.76072662,1128
2025,FukuNinki,Int64,36559,0.76072662,19
2025,FukuVote,Int64,36512,0.75974864,853
2025,tan_odds,Float64,36559,0.76072662,2608
2025,tan_ninki,Int64,36559,0.76072662,19
2025,fuku_odds_low,Float64,36559,0.76072662,640
2025,fuku_odds_high,Float64,36559,0.76072662,1128
2025,fuku_ninki,Int64,36559,0.76072662,19
2025,ra_join_found,Int64,0,0.0,1
2025,o1_join_found,Int64,0,0.0,2
2025,tan_pay,Int64,0,0.0,447
2025,tan_pay_ninki,Int64,44597,0.92798285,17
2025,tan_slot,Int64,44597,0.92798285,3
2025,tan_payout_record_found,Int64,0,0.0,2
2025,fuku_pay,Int64,0,0.0,276
2025,fuku_pay_ninki,Int64,37782,0.78617504,19
2025,fuku_slot,Int64,37782,0.78617504,5
2025,fuku_payout_record_found,Int64,0,0.0,2
2025,is_normal_runner,Int64,0,0.0,2
2025,is_abnormal_result,Int64,0,0.0,2
2025,target_win,Int64,0,0.0,2
2025,target_ren,Int64,0,0.0,2
2025,target_place,Int64,0,0.0,2
2025,is_win_paid,Int64,0,0.0,2
2025,is_place_paid,Int64,0,0.0,2
2026,race_id,String,0,0.0,1584
2026,entry_id,String,0,0.0,22500
2026,race_date,String,0,0.0,50
2026,Year,Int64,0,0.0,1
2026,MonthDay,Int64,0,0.0,50
2026,JyoCD,String,0,0.0,9
2026,Kaiji,Int64,0,0.0,3
2026,Nichiji,Int64,0,0.0,12
2026,RaceNum,Int64,0,0.0,12
2026,Wakuban,Int64,0,0.0,8
2026,Umaban,Int64,0,0.0,18
2026,KettoNum,String,0,0.0,8084
2026,Bamei,String,0,0.0,8084
2026,SexCD,String,0,0.0,3
2026,Barei,Int64,0,0.0,10
2026,ChokyosiCode,String,0,0.0,205
2026,ChokyosiRyakusyo,String,0,0.0,205
2026,KisyuCode,String,0,0.0,151
2026,KisyuRyakusyo,String,0,0.0,151
2026,Futan,Float64,0,0.0,21
2026,BaTaijyu,Float64,1017,0.0452,123
2026,ZogenFugo,String,5620,0.24977778,3
2026,ZogenSa,Float64,2493,0.1108,36
2026,IJyoCD,String,0,0.0,4
2026,NyusenJyuni,Int64,0,0.0,19
2026,KakuteiJyuni,Int64,0,0.0,19
2026,Odds,Float64,0,0.0,3492
2026,Ninki,Int64,0,0.0,19
2026,Time,Float64,0,0.0,1381
2026,ChakusaCD,String,2730,0.12133333,23
2026,HaronTimeL3,Float64,0,0.0,195
2026,Jyuni1c,Int64,0,0.0,19
2026,Jyuni2c,Int64,0,0.0,19
2026,Jyuni3c,Int64,0,0.0,19
2026,Jyuni4c,Int64,0,0.0,19
2026,YoubiCD,String,0,0.0,5
2026,GradeCD,String,16764,0.74506667,9
2026,SyubetuCD,String,0,0.0,6
2026,JyokenCD1,String,0,0.0,2
2026,JyokenCD2,String,0,0.0,7
2026,JyokenCD3,String,0,0.0,6
2026,JyokenCD4,String,0,0.0,6
2026,JyokenCD5,String,0,0.0,6
2026,JyokenName,Null,22500,1.0,1
2026,Kyori,Int64,0,0.0,32
2026,TrackCD,String,0,0.0,11
2026,CourseKubunCD,String,12194,0.54195556,5
2026,HassoTime,String,0,0.0,87
2026,TorokuTosu,Int64,0,0.0,13
2026,SyussoTosu,Int64,0,0.0,15
2026,TenkoCD,String,0,0.0,5
2026,SibaBabaCD,String,0,0.0,1
2026,DirtBabaCD,String,0,0.0,1
2026,TanOdds,Float64,16189,0.71951111,2010
2026,TanNinki,Int64,16189,0.71951111,19
2026,TanVote,Int64,16168,0.71857778,455
2026,FukuOddsLow,Float64,16189,0.71951111,571
2026,FukuOddsHigh,Float64,16189,0.71951111,983
2026,FukuNinki,Int64,16189,0.71951111,19
2026,FukuVote,Int64,16168,0.71857778,455
2026,tan_odds,Float64,16189,0.71951111,2010
2026,tan_ninki,Int64,16189,0.71951111,19
2026,fuku_odds_low,Float64,16189,0.71951111,571
2026,fuku_odds_high,Float64,16189,0.71951111,983
2026,fuku_ninki,Int64,16189,0.71951111,19
2026,ra_join_found,Int64,0,0.0,1
2026,o1_join_found,Int64,0,0.0,2
2026,tan_pay,Int64,0,0.0,288
2026,tan_pay_ninki,Int64,20993,0.93302222,18
2026,tan_slot,Int64,20993,0.93302222,3
2026,tan_payout_record_found,Int64,0,0.0,2
2026,fuku_pay,Int64,0,0.0,218
2026,fuku_pay_ninki,Int64,18000,0.8,19
2026,fuku_slot,Int64,18000,0.8,5
2026,fuku_payout_record_found,Int64,0,0.0,2
2026,is_normal_runner,Int64,0,0.0,2
2026,is_abnormal_result,Int64,0,0.0,2
2026,target_win,Int64,0,0.0,2
2026,target_ren,Int64,0,0.0,2
2026,target_place,Int64,0,0.0,2
2026,is_win_paid,Int64,0,0.0,2
2026,is_place_paid,Int64,0,0.0,2
