race_id,year,JyoCD,se_runner_rows,o1_runner_rows,ra_toroku_tosu,ra_syusso_tosu,o1_toroku_tosu,o1_syusso_tosu,missing_o1_rows,valid_tan_rows,has_count_anomaly
2018032406030105,2018,06,14,14,14,14,14,14,0,0,0
2018032406030106,2018,06,16,16,16,16,16,16,0,0,0
2018032406030107,2018,06,11,11,11,11,11,11,0,0,0
2018032406030108,2018,06,8,8,8,8,8,8,0,0,0
2018032406030109,2018,06,11,11,11,11,11,11,0,0,0
2018032406030110,2018,06,16,16,16,16,16,16,0,0,0
2018032406030111,2018,06,15,15,15,15,15,15,0,0,0
2018032406030112,2018,06,12,12,12,12,12,12,0,0,0
2018032407020501,2018,07,16,16,16,16,16,16,0,0,0
2018032407020502,2018,07,14,14,14,14,14,14,0,0,0
2018032407020503,2018,07,16,16,16,16,16,16,0,0,0
2018032407020504,2018,07,18,18,18,18,18,18,0,6,0
2018032407020505,2018,07,15,15,15,15,15,15,0,15,0
2018032407020506,2018,07,16,16,16,15,16,15,0,15,1
2018032407020507,2018,07,17,17,17,17,17,17,0,17,0
2018032407020508,2018,07,13,13,13,13,13,13,0,13,0
2018032407020509,2018,07,16,16,16,16,16,16,0,16,0
2018032407020510,2018,07,11,11,11,11,11,11,0,11,0
2018032407020511,2018,07,15,15,15,15,15,15,0,15,0
2018032407020512,2018,07,18,18,18,18,18,18,0,18,0
2018032409020101,2018,09,15,15,15,15,15,15,0,15,0
2018032409020102,2018,09,16,16,16,16,16,16,0,16,0
2018032409020103,2018,09,16,16,16,16,16,16,0,16,0
2018032409020104,2018,09,18,18,18,17,18,17,0,17,1
2018032409020105,2018,09,16,16,16,16,16,16,0,16,0
2018032409020106,2018,09,10,10,10,10,10,10,0,10,0
2018032409020107,2018,09,11,11,11,11,11,11,0,11,0
2018032409020108,2018,09,13,13,13,13,13,13,0,13,0
2018032409020109,2018,09,10,10,10,10,10,10,0,10,0
2018032409020110,2018,09,12,12,12,11,12,11,0,11,1
2018032409020111,2018,09,10,10,10,10,10,10,0,10,0
2018032409020112,2018,09,12,12,12,11,12,11,0,11,1
2018032506030201,2018,06,16,16,16,16,16,16,0,16,0
2018032506030202,2018,06,16,16,16,16,16,16,0,16,0
2018032506030203,2018,06,15,15,15,15,15,15,0,15,0
2018032506030204,2018,06,13,13,13,13,13,13,0,13,0
2018032506030205,2018,06,11,11,11,11,11,11,0,11,0
2018032506030206,2018,06,15,15,15,15,15,15,0,15,0
2018032506030207,2018,06,13,13,13,13,13,13,0,13,0
2018032506030208,2018,06,16,16,16,16,16,16,0,16,0
2018032506030209,2018,06,8,8,8,8,8,8,0,8,0
2018032506030210,2018,06,11,11,11,11,11,11,0,11,0
2018032506030211,2018,06,16,16,16,16,16,16,0,16,0
2018032506030212,2018,06,16,16,16,16,16,16,0,16,0
2018032507020601,2018,07,15,15,15,15,15,15,0,15,0
2018032507020602,2018,07,16,16,16,15,16,15,0,15,1
2018032507020603,2018,07,14,14,14,14,14,14,0,14,0
2018032507020604,2018,07,18,18,18,18,18,18,0,18,0
2018032507020605,2018,07,14,14,14,14,14,14,0,14,0
2018032507020606,2018,07,16,16,16,16,16,16,0,16,0
2018032507020607,2018,07,18,18,18,17,18,17,0,17,1
2018032507020608,2018,07,12,12,12,12,12,12,0,12,0
2018032507020609,2018,07,16,16,16,16,16,16,0,16,0
2018032507020610,2018,07,9,9,9,9,9,9,0,9,0
2018032507020611,2018,07,18,18,18,18,18,18,0,18,0
2018032507020612,2018,07,15,15,15,15,15,15,0,15,0
2018032509020201,2018,09,16,16,16,16,16,16,0,16,0
2018032509020202,2018,09,16,16,16,16,16,16,0,16,0
2018032509020203,2018,09,14,14,14,14,14,14,0,14,0
2018032509020204,2018,09,13,13,13,13,13,13,0,13,0
2018032509020205,2018,09,15,15,15,15,15,15,0,15,0
2018032509020206,2018,09,12,12,12,12,12,12,0,12,0
2018032509020207,2018,09,13,13,13,13,13,13,0,13,0
2018032509020208,2018,09,11,11,11,11,11,11,0,11,0
2018032509020209,2018,09,8,8,8,8,8,8,0,8,0
2018032509020210,2018,09,14,14,14,14,14,14,0,14,0
2018032509020211,2018,09,10,10,10,10,10,10,0,10,0
2018032509020212,2018,09,16,16,16,16,16,16,0,16,0
2018033106030301,2018,06,16,16,16,16,16,16,0,16,0
2018033106030302,2018,06,16,16,16,16,16,16,0,16,0
2018033106030303,2018,06,16,16,16,16,16,16,0,16,0
2018033106030304,2018,06,14,14,14,14,14,14,0,14,0
2018033106030305,2018,06,18,18,18,18,18,18,0,18,0
2018033106030306,2018,06,16,16,16,16,16,16,0,16,0
2018033106030307,2018,06,10,10,10,9,10,9,0,9,1
2018033106030308,2018,06,16,16,16,16,16,16,0,0,0
2018033106030309,2018,06,11,11,11,11,11,11,0,0,0
2018033106030310,2018,06,16,16,16,16,16,16,0,0,0
2018033106030311,2018,06,16,16,16,16,16,16,0,0,0
2018033106030312,2018,06,13,13,13,13,13,13,0,0,0
2018033109020301,2018,09,15,15,15,15,15,15,0,0,0
2018033109020302,2018,09,16,16,16,16,16,16,0,0,0
2018033109020303,2018,09,18,18,18,18,18,18,0,0,0
2018033109020304,2018,09,16,16,16,16,16,16,0,0,0
2018033109020305,2018,09,13,13,13,13,13,13,0,0,0
2018033109020306,2018,09,12,12,12,12,12,12,0,0,0
2018033109020307,2018,09,15,15,15,15,15,15,0,0,0
2018033109020308,2018,09,9,9,9,9,9,9,0,0,0
2018033109020309,2018,09,8,8,8,8,8,8,0,0,0
2018033109020310,2018,09,11,11,11,11,11,11,0,0,0
2018033109020311,2018,09,16,16,16,16,16,16,0,0,0
2018033109020312,2018,09,16,16,16,16,16,16,0,0,0
2018040106030401,2018,06,16,16,16,16,16,16,0,0,0
2018040106030402,2018,06,16,16,16,16,16,16,0,0,0
2018040106030403,2018,06,16,16,16,16,16,16,0,0,0
2018040106030404,2018,06,11,11,11,11,11,11,0,0,0
2018040106030405,2018,06,15,15,15,15,15,15,0,12,0
2018040106030406,2018,06,16,16,16,16,16,16,0,16,0
2018040106030407,2018,06,13,13,13,13,13,13,0,13,0
2018040106030408,2018,06,13,13,13,13,13,13,0,13,0
2018040106030409,2018,06,13,13,13,13,13,13,0,13,0
2018040106030410,2018,06,9,9,9,9,9,9,0,9,0
2018040106030411,2018,06,14,14,14,14,14,14,0,14,0
2018040106030412,2018,06,16,16,16,16,16,16,0,16,0
2018040109020401,2018,09,14,14,14,14,14,14,0,14,0
2018040109020402,2018,09,16,16,16,16,16,16,0,16,0
2018040109020403,2018,09,16,16,16,16,16,16,0,16,0
2018040109020404,2018,09,18,18,18,18,18,18,0,18,0
2018040109020405,2018,09,16,16,16,16,16,16,0,16,0
2018040109020406,2018,09,12,12,12,12,12,12,0,12,0
2018040109020407,2018,09,16,16,16,16,16,16,0,16,0
2018040109020408,2018,09,16,16,16,16,16,16,0,16,0
2018040109020409,2018,09,8,8,8,8,8,8,0,8,0
2018040109020410,2018,09,11,11,11,11,11,11,0,11,0
2018040109020411,2018,09,16,16,16,16,16,16,0,16,0
2018040109020412,2018,09,15,15,15,15,15,15,0,15,0
2018040703010101,2018,03,15,15,15,15,15,15,0,15,0
2018040703010102,2018,03,16,16,16,16,16,16,0,16,0
2018040703010103,2018,03,14,14,14,14,14,14,0,0,0
2018040703010104,2018,03,14,14,14,14,14,14,0,0,0
2018040703010105,2018,03,14,14,14,14,14,14,0,0,0
2018040703010106,2018,03,13,13,13,13,13,13,0,0,0
2018040703010107,2018,03,16,16,16,16,16,16,0,0,0
2018040703010108,2018,03,16,16,16,16,16,16,0,0,0
2018040703010109,2018,03,16,16,16,16,16,16,0,0,0
2018040703010110,2018,03,10,10,10,10,10,10,0,0,0
2018040703010111,2018,03,16,16,16,16,16,16,0,0,0
2018040703010112,2018,03,16,16,16,16,16,16,0,0,0
2018040706030501,2018,06,16,16,16,16,16,16,0,0,0
2018040706030502,2018,06,14,14,14,14,14,14,0,0,0
2018040706030503,2018,06,16,16,16,16,16,16,0,0,0
2018040706030504,2018,06,11,11,11,11,11,11,0,0,0
2018040706030505,2018,06,18,18,18,18,18,18,0,0,0
2018040706030506,2018,06,12,12,12,12,12,12,0,0,0
2018040706030507,2018,06,16,16,16,16,16,16,0,0,0
2018040706030508,2018,06,13,13,13,13,13,13,0,0,0
2018040706030509,2018,06,9,9,9,9,9,9,0,0,0
2018040706030510,2018,06,10,10,10,10,10,10,0,0,0
2018040706030511,2018,06,15,15,15,15,15,15,0,8,0
2018040706030512,2018,06,16,16,16,14,16,14,0,14,1
2018040709020501,2018,09,16,16,16,16,16,16,0,16,0
2018040709020502,2018,09,16,16,16,16,16,16,0,16,0
2018040709020503,2018,09,16,16,16,16,16,16,0,16,0
2018040709020504,2018,09,18,18,18,18,18,18,0,18,0
2018040709020505,2018,09,16,16,16,15,16,15,0,15,1
2018040709020506,2018,09,13,13,13,13,13,13,0,13,0
2018040709020507,2018,09,14,14,14,14,14,14,0,14,0
2018040709020508,2018,09,16,16,16,16,16,16,0,16,0
2018040709020509,2018,09,11,11,11,11,11,11,0,11,0
2018040709020510,2018,09,8,8,8,8,8,8,0,8,0
2018040709020511,2018,09,13,13,13,13,13,13,0,13,0
2018040709020512,2018,09,16,16,16,15,16,15,0,15,1
2018040803010201,2018,03,15,15,15,15,15,15,0,15,0
2018040803010202,2018,03,16,16,16,16,16,16,0,16,0
2018040803010203,2018,03,15,15,15,15,15,15,0,15,0
2018040803010204,2018,03,14,14,14,14,14,14,0,14,0
2018040803010205,2018,03,16,16,16,16,16,16,0,16,0
2018040803010206,2018,03,16,16,16,16,16,16,0,16,0
2018040803010207,2018,03,16,16,16,16,16,16,0,16,0
2018040803010208,2018,03,14,14,14,14,14,14,0,0,0
2018040803010209,2018,03,16,16,16,16,16,16,0,0,0
2018040803010210,2018,03,16,16,16,16,16,16,0,0,0
2018040803010211,2018,03,15,15,15,15,15,15,0,0,0
2018040803010212,2018,03,16,16,16,16,16,16,0,0,0
2018040806030601,2018,06,16,16,16,16,16,16,0,0,0
2018040806030602,2018,06,16,16,16,16,16,16,0,0,0
2018040806030603,2018,06,16,16,16,16,16,16,0,0,0
2018040806030604,2018,06,18,18,18,18,18,18,0,0,0
2018040806030605,2018,06,16,16,16,16,16,16,0,0,0
2018040806030606,2018,06,15,15,15,15,15,15,0,0,0
2018040806030607,2018,06,16,16,16,15,16,15,0,0,1
2018040806030608,2018,06,13,13,13,13,13,13,0,0,0
2018040806030609,2018,06,9,9,9,9,9,9,0,0,0
2018040806030610,2018,06,10,10,10,10,10,10,0,0,0
2018040806030611,2018,06,16,16,16,16,16,16,0,0,0
2018040806030612,2018,06,16,16,16,16,16,16,0,0,0
2018040809020601,2018,09,15,15,15,15,15,15,0,0,0
2018040809020602,2018,09,16,16,16,16,16,16,0,0,0
2018040809020603,2018,09,16,16,16,16,16,16,0,0,0
2018040809020604,2018,09,18,18,18,18,18,18,0,0,0
2018040809020605,2018,09,12,12,12,12,12,12,0,0,0
2018040809020606,2018,09,16,16,16,16,16,16,0,0,0
2018040809020607,2018,09,18,18,18,18,18,18,0,0,0
2018040809020608,2018,09,16,16,16,16,16,16,0,0,0
2018040809020609,2018,09,14,14,14,14,14,14,0,0,0
2018040809020610,2018,09,18,18,18,18,18,18,0,0,0
2018040809020611,2018,09,18,18,18,17,18,17,0,0,1
2018040809020612,2018,09,15,15,15,15,15,15,0,0,0
2018041403010301,2018,03,16,16,16,16,16,16,0,0,0
2018041403010302,2018,03,16,16,16,16,16,16,0,0,0
2018041403010303,2018,03,15,15,15,15,15,15,0,0,0
2018041403010304,2018,03,16,16,16,16,16,16,0,0,0
2018041403010305,2018,03,16,16,16,16,16,16,0,0,0
2018041403010306,2018,03,16,16,16,16,16,16,0,0,0
2018041403010307,2018,03,15,15,15,15,15,15,0,0,0
2018041403010308,2018,03,16,16,16,16,16,16,0,0,0
2018041403010309,2018,03,15,15,15,15,15,15,0,0,0
2018041403010310,2018,03,16,16,16,16,16,16,0,0,0
2018041403010311,2018,03,16,16,16,16,16,16,0,0,0
2018041403010312,2018,03,11,11,11,11,11,11,0,0,0
2018041406030701,2018,06,16,16,16,16,16,16,0,0,0
2018041406030702,2018,06,15,15,15,15,15,15,0,0,0
2018041406030703,2018,06,16,16,16,16,16,16,0,0,0
2018041406030704,2018,06,18,18,18,18,18,18,0,0,0
2018041406030705,2018,06,16,16,16,16,16,16,0,0,0
2018041406030706,2018,06,16,16,16,16,16,16,0,0,0
2018041406030707,2018,06,12,12,12,12,12,12,0,0,0
2018041406030708,2018,06,16,16,16,16,16,16,0,0,0
2018041406030709,2018,06,11,11,11,11,11,11,0,0,0
2018041406030710,2018,06,16,16,16,16,16,16,0,0,0
2018041406030711,2018,06,12,12,12,12,12,12,0,0,0
2018041406030712,2018,06,16,16,16,16,16,16,0,0,0
2018041409020701,2018,09,16,16,16,16,16,16,0,0,0
2018041409020702,2018,09,16,16,16,16,16,16,0,0,0
2018041409020703,2018,09,16,16,16,16,16,16,0,0,0
2018041409020704,2018,09,16,16,16,16,16,16,0,0,0
2018041409020705,2018,09,17,17,17,17,17,17,0,0,0
2018041409020706,2018,09,16,16,16,16,16,16,0,0,0
2018041409020707,2018,09,16,16,16,16,16,16,0,4,0
2018041409020708,2018,09,16,16,16,16,16,16,0,16,0
2018041409020709,2018,09,10,10,10,10,10,10,0,10,0
2018041409020710,2018,09,16,16,16,16,16,16,0,16,0
2018041409020711,2018,09,13,13,13,13,13,13,0,13,0
2018041409020712,2018,09,13,13,13,13,13,13,0,13,0
2018041503010401,2018,03,16,16,16,16,16,16,0,16,0
2018041503010402,2018,03,16,16,16,16,16,16,0,16,0
2018041503010403,2018,03,15,15,15,15,15,15,0,15,0
2018041503010404,2018,03,14,14,14,14,14,14,0,14,0
2018041503010405,2018,03,14,14,14,14,14,14,0,14,0
2018041503010406,2018,03,15,15,15,15,15,15,0,15,0
2018041503010407,2018,03,16,16,16,16,16,16,0,16,0
2018041503010408,2018,03,15,15,15,15,15,15,0,15,0
2018041503010409,2018,03,16,16,16,16,16,16,0,16,0
2018041503010410,2018,03,16,16,16,16,16,16,0,16,0
2018041503010411,2018,03,16,16,16,16,16,16,0,16,0
2018041503010412,2018,03,8,8,8,8,8,8,0,8,0
2018041506030801,2018,06,16,16,16,16,16,16,0,16,0
2018041506030802,2018,06,16,16,16,16,16,16,0,16,0
2018041506030803,2018,06,16,16,16,16,16,16,0,16,0
2018041506030804,2018,06,18,18,18,18,18,18,0,18,0
2018041506030805,2018,06,11,11,11,11,11,11,0,11,0
2018041506030806,2018,06,16,16,16,16,16,16,0,16,0
2018041506030807,2018,06,16,16,16,15,16,15,0,15,1
2018041506030808,2018,06,12,12,12,12,12,12,0,12,0
2018041506030809,2018,06,10,10,10,10,10,10,0,10,0
2018041506030810,2018,06,15,15,15,15,15,15,0,15,0
2018041506030811,2018,06,16,16,16,16,16,16,0,16,0
2018041506030812,2018,06,10,10,10,10,10,10,0,10,0
2018041509020801,2018,09,16,16,16,16,16,16,0,16,0
2018041509020802,2018,09,16,16,16,16,16,16,0,16,0
2018041509020803,2018,09,16,16,16,16,16,16,0,16,0
2018041509020804,2018,09,18,18,18,18,18,18,0,18,0
2018041509020805,2018,09,11,11,11,11,11,11,0,11,0
2018041509020806,2018,09,10,10,10,10,10,10,0,10,0
2018041509020807,2018,09,16,16,16,16,16,16,0,16,0
2018041509020808,2018,09,13,13,13,13,13,13,0,13,0
2018041509020809,2018,09,14,14,14,14,14,14,0,14,0
2018041509020810,2018,09,13,13,13,13,13,13,0,13,0
2018041509020811,2018,09,16,16,16,16,16,16,0,16,0
2018041509020812,2018,09,16,16,16,16,16,16,0,16,0
2018042103010501,2018,03,16,16,16,16,16,16,0,0,0
2018042103010502,2018,03,16,16,16,16,16,16,0,0,0
2018042103010503,2018,03,15,15,15,15,15,15,0,0,0
2018042103010504,2018,03,12,12,12,12,12,12,0,0,0
2018042103010505,2018,03,12,12,12,12,12,12,0,0,0
2018042103010506,2018,03,14,14,14,14,14,14,0,0,0
2018042103010507,2018,03,16,16,16,16,16,16,0,0,0
2018042103010508,2018,03,16,16,16,16,16,16,0,0,0
2018042103010509,2018,03,16,16,16,16,16,16,0,0,0
2018042103010510,2018,03,16,16,16,16,16,16,0,0,0
2018042103010511,2018,03,12,12,12,12,12,12,0,0,0
2018042103010512,2018,03,15,15,15,15,15,15,0,0,0
2018042105020101,2018,05,16,16,16,16,16,16,0,0,0
2018042105020102,2018,05,16,16,16,16,16,16,0,0,0
2018042105020103,2018,05,16,16,16,16,16,16,0,0,0
2018042105020104,2018,05,16,16,16,16,16,16,0,0,0
2018042105020105,2018,05,14,14,14,14,14,14,0,0,0
2018042105020106,2018,05,18,18,18,18,18,18,0,0,0
2018042105020107,2018,05,16,16,16,16,16,16,0,0,0
2018042105020108,2018,05,16,16,16,16,16,16,0,0,0
2018042105020109,2018,05,8,8,8,8,8,8,0,0,0
2018042105020110,2018,05,12,12,12,12,12,12,0,0,0
2018042105020111,2018,05,16,16,16,16,16,16,0,0,0
2018042105020112,2018,05,16,16,16,16,16,16,0,0,0
2018042108030101,2018,08,16,16,16,16,16,16,0,0,0
2018042108030102,2018,08,16,16,16,16,16,16,0,0,0
2018042108030103,2018,08,16,16,16,16,16,16,0,0,0
2018042108030104,2018,08,18,18,18,18,18,18,0,0,0
2018042108030105,2018,08,18,18,18,18,18,18,0,0,0
2018042108030106,2018,08,16,16,16,16,16,16,0,0,0
2018042108030107,2018,08,17,17,17,17,17,17,0,0,0
2018042108030108,2018,08,6,6,6,6,6,6,0,0,0
2018042108030109,2018,08,16,16,16,16,16,16,0,0,0
2018042108030110,2018,08,11,11,11,11,11,11,0,0,0
2018042108030111,2018,08,18,18,18,18,18,18,0,0,0
2018042108030112,2018,08,16,16,16,16,16,16,0,0,0
2018042203010601,2018,03,16,16,16,16,16,16,0,0,0
2018042203010602,2018,03,15,15,15,15,15,15,0,0,0
2018042203010603,2018,03,15,15,15,15,15,15,0,0,0
2018042203010604,2018,03,12,12,12,12,12,12,0,0,0
2018042203010605,2018,03,15,15,15,15,15,15,0,0,0
2018042203010606,2018,03,16,16,16,16,16,16,0,11,0
2018042203010607,2018,03,16,16,16,16,16,16,0,16,0
2018042203010608,2018,03,14,14,14,14,14,14,0,14,0
2018042203010609,2018,03,15,15,15,15,15,15,0,15,0
2018042203010610,2018,03,16,16,16,16,16,16,0,16,0
2018042203010611,2018,03,16,16,16,16,16,16,0,16,0
2018042203010612,2018,03,16,16,16,16,16,16,0,16,0
2018042205020201,2018,05,16,16,16,16,16,16,0,16,0
2018042205020202,2018,05,16,16,16,16,16,16,0,16,0
2018042205020203,2018,05,17,17,17,17,17,17,0,17,0
2018042205020204,2018,05,18,18,18,18,18,18,0,18,0
2018042205020205,2018,05,16,16,16,16,16,16,0,16,0
2018042205020206,2018,05,13,13,13,13,13,13,0,13,0
2018042205020207,2018,05,15,15,15,15,15,15,0,15,0
2018042205020208,2018,05,16,16,16,16,16,16,0,16,0
2018042205020209,2018,05,8,8,8,8,8,8,0,8,0
2018042205020210,2018,05,16,16,16,16,16,16,0,16,0
2018042205020211,2018,05,16,16,16,16,16,16,0,16,0
2018042205020212,2018,05,16,16,16,16,16,16,0,16,0
2018042208030201,2018,08,15,15,15,15,15,15,0,15,0
2018042208030202,2018,08,16,16,16,16,16,16,0,16,0
2018042208030203,2018,08,18,18,18,18,18,18,0,0,0
2018042208030204,2018,08,18,18,18,18,18,18,0,0,0
2018042208030205,2018,08,16,16,16,16,16,16,0,0,0
2018042208030206,2018,08,11,11,11,11,11,11,0,0,0
2018042208030207,2018,08,13,13,13,13,13,13,0,0,0
2018042208030208,2018,08,16,16,16,16,16,16,0,0,0
2018042208030209,2018,08,9,9,9,9,9,9,0,0,0
2018042208030210,2018,08,15,15,15,15,15,15,0,0,0
2018042208030211,2018,08,14,14,14,14,14,14,0,0,0
2018042208030212,2018,08,16,16,16,16,16,16,0,0,0
2018042804010101,2018,04,14,14,14,14,14,14,0,0,0
2018042804010102,2018,04,12,12,12,12,12,12,0,0,0
2018042804010103,2018,04,15,15,15,15,15,15,0,0,0
2018042804010104,2018,04,13,13,13,13,13,13,0,0,0
2018042804010105,2018,04,16,16,16,16,16,16,0,0,0
2018042804010106,2018,04,13,13,13,13,13,13,0,0,0
2018042804010107,2018,04,15,15,15,15,15,15,0,0,0
2018042804010108,2018,04,15,15,15,15,15,15,0,0,0
2018042804010109,2018,04,14,14,14,14,14,14,0,0,0
2018042804010110,2018,04,16,16,16,16,16,16,0,0,0
2018042804010111,2018,04,16,16,16,16,16,16,0,0,0
2018042804010112,2018,04,10,10,10,10,10,10,0,0,0
2018042805020301,2018,05,16,16,16,16,16,16,0,0,0
2018042805020302,2018,05,16,16,16,16,16,16,0,0,0
2018042805020303,2018,05,16,16,16,16,16,16,0,0,0
2018042805020304,2018,05,17,17,17,17,17,17,0,0,0
2018042805020305,2018,05,18,18,18,18,18,18,0,0,0
2018042805020306,2018,05,16,16,16,16,16,16,0,0,0
2018042805020307,2018,05,18,18,18,18,18,18,0,0,0
2018042805020308,2018,05,16,16,16,15,16,15,0,0,1
2018042805020309,2018,05,11,11,11,11,11,11,0,0,0
2018042805020310,2018,05,16,16,16,15,16,15,0,0,1
2018042805020311,2018,05,18,18,18,18,18,18,0,0,0
2018042805020312,2018,05,16,16,16,16,16,16,0,0,0
2018042808030301,2018,08,16,16,16,16,16,16,0,0,0
2018042808030302,2018,08,16,16,16,16,16,16,0,0,0
2018042808030303,2018,08,14,14,14,14,14,14,0,0,0
2018042808030304,2018,08,16,16,16,16,16,16,0,0,0
2018042808030305,2018,08,15,15,15,15,15,15,0,0,0
2018042808030306,2018,08,12,12,12,12,12,12,0,0,0
2018042808030307,2018,08,12,12,12,12,12,12,0,0,0
2018042808030308,2018,08,16,16,16,16,16,16,0,0,0
2018042808030309,2018,08,12,12,12,12,12,12,0,0,0
2018042808030310,2018,08,12,12,12,12,12,12,0,0,0
2018042808030311,2018,08,10,10,10,10,10,10,0,0,0
2018042808030312,2018,08,16,16,16,16,16,16,0,0,0
2018042904010201,2018,04,15,15,15,15,15,15,0,0,0
2018042904010202,2018,04,15,15,15,15,15,15,0,0,0
2018042904010203,2018,04,15,15,15,15,15,15,0,0,0
2018042904010204,2018,04,10,10,10,10,10,10,0,0,0
2018042904010205,2018,04,15,15,15,15,15,15,0,0,0
2018042904010206,2018,04,15,15,15,15,15,15,0,0,0
2018042904010207,2018,04,16,16,16,16,16,16,0,0,0
2018042904010208,2018,04,13,13,13,13,13,13,0,0,0
2018042904010209,2018,04,15,15,15,15,15,15,0,0,0
2018042904010210,2018,04,16,16,16,16,16,16,0,0,0
2018042904010211,2018,04,16,16,16,16,16,16,0,0,0
2018042904010212,2018,04,15,15,15,15,15,15,0,0,0
2018042905020401,2018,05,16,16,16,16,16,16,0,0,0
2018042905020402,2018,05,15,15,15,15,15,15,0,0,0
2018042905020403,2018,05,16,16,16,16,16,16,0,1,0
2018042905020404,2018,05,18,18,18,18,18,18,0,18,0
2018042905020405,2018,05,13,13,13,13,13,13,0,13,0
2018042905020406,2018,05,16,16,16,16,16,16,0,16,0
2018042905020407,2018,05,13,13,13,13,13,13,0,13,0
2018042905020408,2018,05,13,13,13,13,13,13,0,13,0
2018042905020409,2018,05,12,12,12,12,12,12,0,12,0
2018042905020410,2018,05,18,18,18,18,18,18,0,18,0
2018042905020411,2018,05,11,11,11,11,11,11,0,11,0
2018042905020412,2018,05,15,15,15,15,15,15,0,15,0
2018042908030401,2018,08,12,12,12,12,12,12,0,12,0
2018042908030402,2018,08,16,16,16,16,16,16,0,16,0
2018042908030403,2018,08,14,14,14,14,14,14,0,14,0
2018042908030404,2018,08,11,11,11,11,11,11,0,11,0
2018042908030405,2018,08,11,11,11,11,11,11,0,11,0
2018042908030406,2018,08,16,16,16,16,16,16,0,16,0
2018042908030407,2018,08,12,12,12,12,12,12,0,12,0
2018042908030408,2018,08,13,13,13,13,13,13,0,13,0
2018042908030409,2018,08,10,10,10,10,10,10,0,10,0
2018042908030410,2018,08,12,12,12,12,12,12,0,12,0
2018042908030411,2018,08,17,17,17,17,17,17,0,17,0
2018042908030412,2018,08,16,16,16,16,16,16,0,16,0
2018050504010301,2018,04,14,14,14,14,14,14,0,0,0
2018050504010302,2018,04,15,15,15,15,15,15,0,0,0
2018050504010303,2018,04,15,15,15,15,15,15,0,0,0
2018050504010304,2018,04,13,13,13,13,13,13,0,0,0
2018050504010305,2018,04,16,16,16,16,16,16,0,0,0
2018050504010306,2018,04,14,14,14,14,14,14,0,0,0
2018050504010307,2018,04,15,15,15,15,15,15,0,0,0
2018050504010308,2018,04,15,15,15,15,15,15,0,0,0
2018050504010309,2018,04,12,12,12,12,12,12,0,0,0
2018050504010310,2018,04,10,10,10,10,10,10,0,0,0
2018050504010311,2018,04,16,16,16,16,16,16,0,0,0
2018050504010312,2018,04,12,12,12,12,12,12,0,0,0
2018050505020501,2018,05,12,12,12,12,12,12,0,0,0
2018050505020502,2018,05,16,16,16,16,16,16,0,0,0
2018050505020503,2018,05,14,14,14,12,14,12,0,0,1
2018050505020504,2018,05,18,18,18,18,18,18,0,0,0
2018050505020505,2018,05,10,10,10,10,10,10,0,0,0
2018050505020506,2018,05,8,8,8,8,8,8,0,0,0
2018050505020507,2018,05,16,16,16,16,16,16,0,0,0
2018050505020508,2018,05,14,14,14,14,14,14,0,0,0
2018050505020509,2018,05,14,14,14,14,14,14,0,0,0
2018050505020510,2018,05,11,11,11,11,11,11,0,9,0
2018050505020511,2018,05,14,14,14,14,14,14,0,14,0
2018050505020512,2018,05,14,14,14,14,14,14,0,14,0
2018050508030501,2018,08,16,16,16,15,16,15,0,15,1
2018050508030502,2018,08,16,16,16,16,16,16,0,16,0
2018050508030503,2018,08,16,16,16,16,16,16,0,16,0
2018050508030504,2018,08,18,18,18,18,18,18,0,18,0
2018050508030505,2018,08,18,18,18,17,18,17,0,17,1
2018050508030506,2018,08,8,8,8,8,8,8,0,8,0
2018050508030507,2018,08,15,15,15,14,15,14,0,14,1
2018050508030508,2018,08,16,16,16,16,16,16,0,16,0
2018050508030509,2018,08,10,10,10,10,10,10,0,10,0
2018050508030510,2018,08,9,9,9,9,9,9,0,9,0
2018050508030511,2018,08,17,17,17,17,17,17,0,17,0
2018050508030512,2018,08,16,16,16,16,16,16,0,16,0
2018050604010401,2018,04,15,15,15,15,15,15,0,15,0
2018050604010402,2018,04,15,15,15,15,15,15,0,15,0
2018050604010403,2018,04,14,14,14,14,14,14,0,14,0
2018050604010404,2018,04,14,14,14,14,14,14,0,14,0
2018050604010405,2018,04,15,15,15,15,15,15,0,15,0
2018050604010406,2018,04,16,16,16,16,16,16,0,16,0
2018050604010407,2018,04,15,15,15,15,15,15,0,15,0
2018050604010408,2018,04,16,16,16,16,16,16,0,16,0
2018050604010409,2018,04,15,15,15,15,15,15,0,15,0
2018050604010410,2018,04,16,16,16,16,16,16,0,16,0
2018050604010411,2018,04,16,16,16,16,16,16,0,16,0
2018050604010412,2018,04,15,15,15,15,15,15,0,15,0
2018050605020601,2018,05,14,14,14,14,14,14,0,14,0
2018050605020602,2018,05,16,16,16,16,16,16,0,16,0
2018050605020603,2018,05,13,13,13,13,13,13,0,13,0
2018050605020604,2018,05,9,9,9,9,9,9,0,9,0
2018050605020605,2018,05,14,14,14,14,14,14,0,14,0
2018050605020606,2018,05,10,10,10,10,10,10,0,10,0
2018050605020607,2018,05,16,16,16,16,16,16,0,16,0
2018050605020608,2018,05,11,11,11,11,11,11,0,11,0
2018050605020609,2018,05,12,12,12,12,12,12,0,12,0
2018050605020610,2018,05,16,16,16,16,16,16,0,16,0
2018050605020611,2018,05,18,18,18,18,18,18,0,18,0
