race_id,year,JyoCD,se_runner_rows,o1_runner_rows,ra_toroku_tosu,ra_syusso_tosu,o1_toroku_tosu,o1_syusso_tosu,missing_o1_rows,valid_tan_rows,has_count_anomaly
2018051304010610,2018,04,10,10,10,9,10,9,0,0,1
2018051305020802,2018,05,16,16,16,15,16,15,0,0,1
2018051904010703,2018,04,14,14,14,13,14,13,0,0,1
2018051908030901,2018,08,16,16,16,15,16,15,0,15,1
2018052005021011,2018,05,18,18,18,17,18,17,0,0,1
2018052008031001,2018,08,16,16,16,15,16,15,0,0,1
2018052008031009,2018,08,8,8,8,7,8,7,0,0,1
2018052705021203,2018,05,16,16,16,15,16,15,0,0,1
2018052708031211,2018,08,10,10,10,9,10,9,0,0,1
2018060309030205,2018,09,11,11,11,10,11,10,0,0,1
2018060909030303,2018,09,16,16,16,15,16,15,0,0,1
2018060909030309,2018,09,18,18,18,17,18,17,0,0,1
2018060909030310,2018,09,9,9,9,8,9,8,0,0,1
2018061609030505,2018,09,16,16,16,15,16,15,0,15,1
2018061702010212,2018,02,16,16,16,15,16,15,0,15,1
2018061705030605,2018,05,16,16,16,15,16,15,0,15,1
2018061705030610,2018,05,16,16,16,15,16,15,0,0,1
2018061709030607,2018,09,16,16,16,15,16,15,0,0,1
2018062305030712,2018,05,16,16,16,15,16,15,0,0,1
2018062309030704,2018,09,16,16,16,15,16,15,0,0,1
2018062309030709,2018,09,15,15,15,14,15,14,0,0,1
2018062405030804,2018,05,16,16,16,15,16,15,0,0,1
2018070102010610,2018,02,14,14,14,13,14,13,0,13,1
2018070103020208,2018,03,15,15,15,14,15,14,0,14,1
2018070107030202,2018,07,16,16,16,15,16,15,0,15,1
2018070107030203,2018,07,16,16,16,15,16,15,0,15,1
