table_name,column_name,exists,declared_type,primary_key
NL_O1,RecordSpec,True,TEXT,0
NL_O1,DataKubun,True,TEXT,0
NL_O1,MakeDate,True,TEXT,0
NL_O1,TanFlag,True,TEXT,0
NL_O1,FukuFlag,True,TEXT,0
NL_O1,WakurenFlag,True,TEXT,0
NL_O1,HassoTime,True,TEXT,0
NL_O1,TorokuTosu,True,INTEGER,0
NL_O1,SyussoTosu,True,INTEGER,0
NL_O1,TanOdds,True,REAL,0
NL_O1,FukuOddsLow,True,REAL,0
NL_O1,FukuOddsHigh,True,REAL,0
