race_id,data_split,expected_runner_count,unique_entry_id_count,invalid_actual_count,missing_odds_count,invalid_odds_count,missing_prediction_count,actual_positive_count,valid_runner_count,duplicate_entry_id_count,market_exclusion_reason,is_complete_market_race,valid_odds_runner_count,valid_prediction_runner_count
2026022109010101,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010102,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010103,latest_holdout,15,15,0,15,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010104,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010105,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010106,latest_holdout,11,11,0,11,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010107,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010108,latest_holdout,7,7,0,7,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010109,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010110,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010111,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022109010112,latest_holdout,13,13,0,13,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010901,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010902,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010903,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010904,latest_holdout,10,10,0,10,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010905,latest_holdout,11,11,0,11,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010906,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010907,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010908,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010909,latest_holdout,10,10,0,10,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010910,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010911,latest_holdout,13,13,0,13,0,0,1,0,0,missing_odds_runner,false,0,0
2026022110010912,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022205010801,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
