data_split,bin_type,requested_bin_count,actual_bin_count,bin_id,lower_bound,upper_bound,count,mean_pred_probability,actual_rate,calibration_gap,target,feature_set
latest_holdout,fixed_width,10,7,1,0.100003127205,0.199972115755,3309,0.140348611271,0.151707464491,0.01135885322,win,market_free
latest_holdout,fixed_width,10,7,2,0.200060826441,0.299992592291,1011,0.239707986253,0.24431256182,0.004604575567,win,market_free
latest_holdout,fixed_width,10,7,3,0.300075117328,0.39970647933,265,0.338250931814,0.339622641509,0.001371709695,win,market_free
latest_holdout,fixed_width,10,7,4,0.400332336582,0.499166905177,69,0.444360882411,0.405797101449,-0.038563780961,win,market_free
latest_holdout,fixed_width,10,7,5,0.502081628811,0.596416555965,13,0.542429715377,0.461538461538,-0.080891253839,win,market_free
latest_holdout,fixed_width,10,7,6,0.621548125513,0.645966194392,4,0.629385624162,0.5,-0.129385624162,win,market_free
latest_holdout,quantile,10,10,0,0.001255491336,0.009942964121,2128,0.006931082004,0.00234962406,-0.004581457944,win,market_free
latest_holdout,quantile,10,10,1,0.009945464311,0.015403534627,2128,0.012632787575,0.010808270677,-0.001824516898,win,market_free
latest_holdout,quantile,10,10,2,0.01540431485,0.021814419095,2127,0.018522570518,0.015044663846,-0.003477906672,win,market_free
latest_holdout,quantile,10,10,3,0.02181522824,0.029736772653,2128,0.025571101298,0.024906015038,-0.000665086261,win,market_free
latest_holdout,quantile,10,10,4,0.029739679783,0.040442874009,2127,0.034816370847,0.032440056417,-0.00237631443,win,market_free
latest_holdout,quantile,10,10,5,0.040448719439,0.055082490596,2128,0.047306381851,0.047932330827,0.000625948976,win,market_free
latest_holdout,quantile,10,10,6,0.055086782739,0.075588001744,2127,0.064436182667,0.076163610719,0.011727428053,win,market_free
latest_holdout,quantile,10,10,7,0.075591765001,0.107137307076,2128,0.090269859244,0.109962406015,0.019692546771,win,market_free
latest_holdout,quantile,10,10,8,0.107163186054,0.163957324356,2127,0.13303960795,0.146685472496,0.013645864547,win,market_free
latest_holdout,quantile,10,10,9,0.163991894865,0.645966194392,2128,0.239958668773,0.242011278195,0.002052609423,win,market_free
test,fixed_width,10,7,0,0.001067371723,0.099993943949,36727,0.037650703565,0.038445830043,0.000795126478,win,market_free
test,fixed_width,10,7,1,0.10000107825,0.199973051751,7806,0.139279777648,0.152574942352,0.013295164704,win,market_free
test,fixed_width,10,7,2,0.200009208852,0.299866730968,2225,0.240349453574,0.263820224719,0.023470771145,win,market_free
test,fixed_width,10,7,3,0.300410269659,0.399873884308,558,0.337019401159,0.351254480287,0.014235079127,win,market_free
test,fixed_width,10,7,4,0.400492006683,0.499009956332,147,0.441826836095,0.380952380952,-0.060874455142,win,market_free
test,fixed_width,10,7,5,0.504674570652,0.589350862454,27,0.540161661137,0.555555555556,0.015393894419,win,market_free
test,fixed_width,10,7,6,0.603311422854,0.679063666981,7,0.639604261552,0.571428571429,-0.068175690124,win,market_free
test,quantile,10,10,0,0.001067371723,0.010521115026,4750,0.007299299239,0.004,-0.003299299239,win,market_free
test,quantile,10,10,1,0.010522184354,0.016551775291,4750,0.013485061973,0.012842105263,-0.00064295671,win,market_free
test,quantile,10,10,2,0.016557009609,0.023553077468,4749,0.019975813396,0.018319646241,-0.001656167155,win,market_free
test,quantile,10,10,3,0.023553409298,0.032584518981,4750,0.027907311629,0.029473684211,0.001566372581,win,market_free
test,quantile,10,10,4,0.032586811613,0.043779881801,4750,0.03789575503,0.039368421053,0.001472666023,win,market_free
test,quantile,10,10,5,0.043781115954,0.059100052277,4749,0.051011671698,0.050536955148,-0.000474716549,win,market_free
test,quantile,10,10,6,0.059104117794,0.07912386788,4750,0.068296907549,0.071578947368,0.00328203982,win,market_free
test,quantile,10,10,7,0.079131455711,0.109374653964,4749,0.093241585177,0.101916192883,0.008674607706,win,market_free
test,quantile,10,10,8,0.109376605907,0.163413459524,4750,0.133230723253,0.139789473684,0.006558750431,win,market_free
test,quantile,10,10,9,0.163474352656,0.679063666981,4750,0.237555673764,0.260842105263,0.023286431499,win,market_free
validation,fixed_width,10,7,0,0.001339008756,0.099990863984,35480,0.038365483794,0.037683201804,-0.00068228199,win,market_free
validation,fixed_width,10,7,1,0.10001107258,0.199968886791,8164,0.139866232428,0.148089171975,0.008222939546,win,market_free
validation,fixed_width,10,7,2,0.200012819516,0.299986370632,2292,0.240200786108,0.251308900524,0.011108114416,win,market_free
validation,fixed_width,10,7,3,0.300097694167,0.398985885115,630,0.337342316289,0.374603174603,0.037260858314,win,market_free
validation,fixed_width,10,7,4,0.40039963338,0.499063166156,146,0.439406257426,0.534246575342,0.094840317917,win,market_free
validation,fixed_width,10,7,5,0.504801083984,0.590641287023,29,0.537298358018,0.586206896552,0.048908538533,win,market_free
validation,fixed_width,10,7,6,0.610238044282,0.672356009827,11,0.638061809801,0.636363636364,-0.001698173437,win,market_free
validation,quantile,10,10,0,0.001339008756,0.011055358546,4676,0.007583755141,0.004277159966,-0.003306595176,win,market_free
validation,quantile,10,10,1,0.011058320928,0.017600216653,4675,0.014325672972,0.011550802139,-0.002774870833,win,market_free
validation,quantile,10,10,2,0.017600965279,0.025256468897,4675,0.021334543684,0.020320855615,-0.001013688069,win,market_free
validation,quantile,10,10,3,0.025262130012,0.034482017948,4675,0.029729149553,0.025668449198,-0.004060700355,win,market_free
validation,quantile,10,10,4,0.034482742668,0.045895360283,4675,0.039903639503,0.038930481283,-0.00097315822,win,market_free
validation,quantile,10,10,5,0.045898987888,0.061211111653,4675,0.053182021607,0.048983957219,-0.004198064388,win,market_free
validation,quantile,10,10,6,0.061212873338,0.082806718027,4675,0.071440474852,0.07743315508,0.005992680228,win,market_free
validation,quantile,10,10,7,0.082812147318,0.114417050722,4675,0.097623942012,0.102459893048,0.004835951036,win,market_free
validation,quantile,10,10,8,0.114428304998,0.169502311701,4675,0.138660121179,0.144385026738,0.005724905559,win,market_free
validation,quantile,10,10,9,0.169503865389,0.672356009827,4676,0.243359749,0.266039349872,0.022679600872,win,market_free
latest_holdout,fixed_width,10,8,0,0.000944926445,0.099965274367,16828,0.034299680547,0.038804373663,0.004504693116,win,market_history
latest_holdout,fixed_width,10,8,1,0.100000176157,0.199777262624,3125,0.140361425207,0.15712,0.016758574793,win,market_history
latest_holdout,fixed_width,10,8,2,0.200139647821,0.2999838776,934,0.240843453843,0.247323340471,0.006479886628,win,market_history
latest_holdout,fixed_width,10,8,3,0.300010738498,0.399950350191,286,0.339506768457,0.300699300699,-0.038807467758,win,market_history
latest_holdout,fixed_width,10,8,4,0.401443578503,0.495069505348,66,0.435128301518,0.454545454545,0.019417153028,win,market_history
latest_holdout,fixed_width,10,8,5,0.501098583492,0.597451794905,29,0.547159342586,0.448275862069,-0.098883480517,win,market_history
latest_holdout,fixed_width,10,8,6,0.602732033685,0.659535627019,7,0.624943605568,0.285714285714,-0.339229319853,win,market_history
latest_holdout,fixed_width,10,8,7,0.738033654723,0.738033654723,1,0.738033654723,1.0,0.261966345277,win,market_history
latest_holdout,quantile,10,10,0,0.000944926445,0.007932526394,2128,0.005313250599,0.004229323308,-0.001083927291,win,market_history
latest_holdout,quantile,10,10,1,0.007934405344,0.013221155107,2128,0.01050667891,0.011278195489,0.000771516579,win,market_history
latest_holdout,quantile,10,10,2,0.013221442717,0.019657470202,2127,0.016377688417,0.013164080865,-0.003213607552,win,market_history
latest_holdout,quantile,10,10,3,0.019659214049,0.027137949258,2128,0.023220877016,0.018327067669,-0.004893809347,win,market_history
latest_holdout,quantile,10,10,4,0.027143963226,0.037640626792,2127,0.032084778015,0.033850493653,0.001765715638,win,market_history
latest_holdout,quantile,10,10,5,0.037646866416,0.051965519329,2128,0.044508860481,0.049342105263,0.004833244782,win,market_history
latest_holdout,quantile,10,10,6,0.05197550342,0.072718338706,2127,0.061609919649,0.075223319229,0.01361339958,win,market_history
latest_holdout,quantile,10,10,7,0.072744411023,0.103729659885,2128,0.086897374209,0.110902255639,0.02400488143,win,market_history
latest_holdout,quantile,10,10,8,0.103749975332,0.161107059328,2127,0.129314576876,0.144804889516,0.01549031264,win,market_history
latest_holdout,quantile,10,10,9,0.161111798402,0.738033654723,2128,0.242332027017,0.247180451128,0.00484842411,win,market_history
test,fixed_width,10,8,0,0.000697119792,0.099969669808,37104,0.036089865952,0.039025442001,0.002935576049,win,market_history
test,fixed_width,10,8,1,0.100011481397,0.199999515044,7529,0.139411383948,0.156594501262,0.017183117313,win,market_history
test,fixed_width,10,8,2,0.200043565877,0.299965458166,2079,0.240176879541,0.263588263588,0.023411384047,win,market_history
test,fixed_width,10,8,3,0.300043407056,0.399994367214,556,0.338016037584,0.338129496403,0.000113458819,win,market_history
test,fixed_width,10,8,4,0.400492443943,0.499538354604,171,0.440649857644,0.415204678363,-0.025445179282,win,market_history
test,fixed_width,10,8,5,0.501270992207,0.597786100643,45,0.537603976214,0.422222222222,-0.115381753992,win,market_history
test,fixed_width,10,8,6,0.605463583474,0.678619697008,11,0.631242395929,0.727272727273,0.096030331344,win,market_history
test,fixed_width,10,8,7,0.711864027982,0.750616453024,2,0.731240240503,0.0,-0.731240240503,win,market_history
test,quantile,10,10,0,0.000697119792,0.008432142484,4750,0.00563429873,0.003578947368,-0.002055351361,win,market_history
test,quantile,10,10,1,0.00843235671,0.014385165857,4750,0.011338506668,0.014736842105,0.003398335437,win,market_history
test,quantile,10,10,2,0.014385627284,0.021650715211,4749,0.017909056999,0.016424510423,-0.001484546576,win,market_history
test,quantile,10,10,3,0.021653054659,0.030273709105,4750,0.025809380178,0.026947368421,0.001137988243,win,market_history
test,quantile,10,10,4,0.030275933662,0.041619527801,4750,0.035708256486,0.04,0.004291743514,win,market_history
test,quantile,10,10,5,0.041620523333,0.056238721677,4749,0.048626381494,0.048852389977,0.000226008483,win,market_history
test,quantile,10,10,6,0.056239066656,0.076378021664,4750,0.065802365133,0.074105263158,0.008302898025,win,market_history
test,quantile,10,10,7,0.076381695056,0.10668689543,4749,0.090549397988,0.099810486418,0.00926108843,win,market_history
test,quantile,10,10,8,0.106691156127,0.161016923898,4750,0.130587754293,0.141473684211,0.010885929917,win,market_history
test,quantile,10,10,9,0.161022362255,0.750616453024,4750,0.238366787662,0.262736842105,0.024370054443,win,market_history
validation,fixed_width,10,7,0,0.000820139576,0.099998521255,35858,0.037168790872,0.037871604663,0.000702813791,win,market_history
validation,fixed_width,10,7,1,0.100002120908,0.19992354306,7848,0.140060539166,0.149337410805,0.009276871639,win,market_history
validation,fixed_width,10,7,2,0.20004192403,0.299996647772,2175,0.240775709451,0.268045977011,0.02727026756,win,market_history
validation,fixed_width,10,7,3,0.300016282646,0.398613200311,649,0.338449395441,0.349768875193,0.011319479752,win,market_history
validation,fixed_width,10,7,4,0.400110859136,0.499945640721,164,0.439757485072,0.506097560976,0.066340075904,win,market_history
validation,fixed_width,10,7,5,0.503069458297,0.595371276146,41,0.541604997606,0.707317073171,0.165712075564,win,market_history
validation,fixed_width,10,7,6,0.602218009209,0.689388439188,17,0.635293966585,0.470588235294,-0.164705731291,win,market_history
validation,quantile,10,10,0,0.000820139576,0.00917513216,4676,0.006025228548,0.003421727973,-0.002603500575,win,market_history
validation,quantile,10,10,1,0.009176471131,0.015865992176,4675,0.012411007889,0.010909090909,-0.00150191698,win,market_history
validation,quantile,10,10,2,0.015867702011,0.023364910166,4675,0.019530013687,0.018609625668,-0.000920388019,win,market_history
validation,quantile,10,10,3,0.023365560687,0.032447879736,4675,0.027819345664,0.025882352941,-0.001936992723,win,market_history
validation,quantile,10,10,4,0.032449634189,0.044207767617,4675,0.038128934458,0.03743315508,-0.000695779378,win,market_history
validation,quantile,10,10,5,0.044208530671,0.059514698656,4675,0.051457820827,0.050909090909,-0.000548729918,win,market_history
validation,quantile,10,10,6,0.059514816073,0.080723808062,4675,0.069457001987,0.078502673797,0.00904567181,win,market_history
validation,quantile,10,10,7,0.080727463657,0.112408929878,4675,0.095266249836,0.103743315508,0.008477065672,win,market_history
validation,quantile,10,10,8,0.112421024333,0.167487914738,4675,0.13641817896,0.149304812834,0.012886633874,win,market_history
validation,quantile,10,10,9,0.167495883854,0.689388439188,4676,0.245135268313,0.261334473909,0.016199205596,win,market_history
